algorithm,mode,path,total_distance,total_cost,dangerous_edge_count,danger_types,rescue_assessment
Dijkstra,distance,N001 -> N003 -> N004 -> N005 -> N006 -> N007 -> N008 -> N009 -> N010 -> N011 -> N012 -> N013 -> N014 -> N015 -> N016 -> N017 -> N018 -> N019 -> N020 -> N021 -> N022 -> N023 -> N024 -> N025 -> N026 -> N027 -> N028 -> N029 -> N030 -> N031 -> N032 -> N002,142.929,142.929,8,collapse,距离较短，但经过危险路段，不宜直接作为灾害救援首选路线。
Dijkstra,safe,N001 -> N217 -> N218 -> N219 -> N220 -> N221 -> N222 -> N223 -> N224 -> N225 -> N226 -> N227 -> N228 -> N229 -> N230 -> N231 -> N232 -> N233 -> N234 -> N235 -> N236 -> N237 -> N238 -> N239 -> N240 -> N241 -> N242 -> N243 -> N244 -> N245 -> N246 -> N247 -> N248 -> N249 -> N250 -> N251 -> N252 -> N253 -> N254 -> N255 -> N256 -> N257 -> N258 -> N259 -> N260 -> N261 -> N262 -> N263 -> N264 -> N265 -> N266 -> N267 -> N268 -> N269 -> N270 -> N271 -> N272 -> N273 -> N274 -> N275 -> N276 -> N277 -> N278 -> N279 -> N280 -> N281 -> N282 -> N283 -> N284 -> N285 -> N286 -> N287 -> N288 -> N289 -> N290 -> N291 -> N292 -> N293 -> N002,234.343,241.685,0,,绕开主要危险路段，安全性更高，适合作为救援推荐路线。
