edge_id,from,to,distance,danger_type,congestion,passable,safe_weight,variant,background_only
AM0381,N379,N380,0.516,normal,0.15,True,0.562,context_diagonal_olympic_dongzhimen,True
AM0382,N380,N381,0.049,normal,0.15,True,0.053,context_diagonal_olympic_dongzhimen,True
AM0383,N381,N382,0.727,normal,0.05,True,0.749,context_diagonal_olympic_dongzhimen,True
AM0384,N382,N383,2.845,congestion,0.089,True,4.196,context_diagonal_olympic_dongzhimen,True
AM0385,N383,N384,0.073,normal,0.05,True,0.075,context_diagonal_olympic_dongzhimen,True
AM0386,N384,N385,2.119,congestion,0.138,True,3.212,context_diagonal_olympic_dongzhimen,True
AM0387,N385,N386,0.948,congestion,0.644,True,1.84,context_diagonal_olympic_dongzhimen,True
AM0388,N386,N387,2.158,normal,0.05,True,2.223,context_diagonal_olympic_dongzhimen,True
AM0389,N387,N388,0.394,congestion,0.35,True,0.667,context_diagonal_olympic_dongzhimen,True
AM0390,N388,N376,0.238,normal,0.05,True,0.245,context_diagonal_olympic_dongzhimen,True
AM0391,N001,N390,0.034,normal,0.15,True,0.037,context_diagonal_tsinghua_anzhen,True
AM0392,N390,N391,0.056,normal,0.15,True,0.061,context_diagonal_tsinghua_anzhen,True
AM0393,N391,N392,0.216,normal,0.05,True,0.222,context_diagonal_tsinghua_anzhen,True
AM0394,N392,N393,0.179,normal,0.05,True,0.184,context_diagonal_tsinghua_anzhen,True
AM0395,N393,N394,0.406,normal,0.05,True,0.418,context_diagonal_tsinghua_anzhen,True
AM0396,N394,N395,0.347,normal,0.05,True,0.357,context_diagonal_tsinghua_anzhen,True
AM0397,N395,N396,1.239,congestion,0.19,True,1.932,context_diagonal_tsinghua_anzhen,True
AM0398,N396,N397,1.069,flood,0.05,True,2.422,context_diagonal_tsinghua_anzhen,True
AM0399,N397,N398,4.935,flood,0.098,True,11.495,context_diagonal_tsinghua_anzhen,True
AM0400,N398,N399,0.163,flood,0.05,True,0.369,context_diagonal_tsinghua_anzhen,True
AM0401,N399,N400,0.135,normal,0.05,True,0.139,context_diagonal_tsinghua_anzhen,True
AM0402,N400,N401,2.029,congestion,0.097,True,3.006,context_diagonal_tsinghua_anzhen,True
AM0403,N401,N402,0.073,normal,0.05,True,0.075,context_diagonal_tsinghua_anzhen,True
AM0404,N402,N389,0.072,normal,0.05,True,0.074,context_diagonal_tsinghua_anzhen,True
AM0405,N403,N405,0.076,normal,0.15,True,0.083,context_cross_madian_anzhen,True
AM0406,N405,N406,0.272,normal,0.097,True,0.288,context_cross_madian_anzhen,True
AM0407,N406,N407,0.22,normal,0.05,True,0.227,context_cross_madian_anzhen,True
AM0408,N407,N408,0.151,normal,0.05,True,0.156,context_cross_madian_anzhen,True
AM0409,N408,N409,1.812,congestion,0.425,True,3.184,context_cross_madian_anzhen,True
AM0410,N409,N410,0.153,normal,0.07,True,0.159,context_cross_madian_anzhen,True
AM0411,N410,N411,0.031,normal,0.05,True,0.032,context_cross_madian_anzhen,True
AM0412,N411,N412,0.051,normal,0.15,True,0.056,context_cross_madian_anzhen,True
AM0413,N412,N413,0.131,normal,0.05,True,0.135,context_cross_madian_anzhen,True
AM0414,N413,N414,0.457,congestion,0.372,True,0.783,context_cross_madian_anzhen,True
AM0415,N414,N404,3.562,congestion,0.742,True,7.207,context_cross_madian_anzhen,True
AM0416,N415,N416,0.957,normal,0.087,True,1.007,context_cross_sanyuan_chaoyang,True
AM0417,N416,N417,0.444,normal,0.05,True,0.457,context_cross_sanyuan_chaoyang,True
AM0418,N417,N418,3.303,congestion,0.604,True,6.3,context_cross_sanyuan_chaoyang,True
AM0419,N418,N419,0.574,congestion,0.75,True,1.165,context_cross_sanyuan_chaoyang,True
AM0420,N419,N420,0.927,congestion,0.225,True,1.473,context_cross_sanyuan_chaoyang,True
AM0421,N420,N421,0.533,normal,0.05,True,0.549,context_cross_sanyuan_chaoyang,True
AM0422,N421,N422,0.111,congestion,0.4,True,0.193,context_cross_sanyuan_chaoyang,True
AM0423,N422,N002,0.073,congestion,0.75,True,0.148,context_cross_sanyuan_chaoyang,True
AM0424,N423,N425,0.211,normal,0.15,True,0.23,context_north_olympic_wangjing,True
AM0425,N425,N426,0.049,normal,0.15,True,0.053,context_north_olympic_wangjing,True
AM0426,N426,N427,0.167,normal,0.15,True,0.182,context_north_olympic_wangjing,True
AM0427,N427,N428,0.516,normal,0.15,True,0.562,context_north_olympic_wangjing,True
AM0428,N428,N429,0.049,normal,0.15,True,0.053,context_north_olympic_wangjing,True
AM0429,N429,N430,0.806,congestion,0.319,True,1.344,context_north_olympic_wangjing,True
AM0430,N430,N431,5.565,congestion,0.197,True,8.712,context_north_olympic_wangjing,True
AM0431,N431,N432,0.412,normal,0.05,True,0.424,context_north_olympic_wangjing,True
AM0432,N432,N433,0.201,normal,0.05,True,0.207,context_north_olympic_wangjing,True
AM0433,N433,N424,0.176,normal,0.15,True,0.192,context_north_olympic_wangjing,True
AM0434,N434,N435,0.176,normal,0.117,True,0.188,context_south_baishiqiao_chaoyang,True
AM0435,N435,N436,0.735,normal,0.05,True,0.757,context_south_baishiqiao_chaoyang,True
AM0436,N436,N437,2.604,normal,0.05,True,2.682,context_south_baishiqiao_chaoyang,True
AM0437,N437,N438,0.159,normal,0.05,True,0.164,context_south_baishiqiao_chaoyang,True
AM0438,N438,N439,0.36,normal,0.05,True,0.371,context_south_baishiqiao_chaoyang,True
AM0439,N439,N440,8.562,congestion,0.615,True,16.41,context_south_baishiqiao_chaoyang,True
AM0440,N440,N441,2.362,normal,0.058,True,2.444,context_south_baishiqiao_chaoyang,True
AM0441,N441,N442,0.123,normal,0.05,True,0.127,context_south_baishiqiao_chaoyang,True
AM0442,N442,N443,6.031,congestion,0.535,True,11.154,context_south_baishiqiao_chaoyang,True
AM0443,N443,N444,0.574,congestion,0.75,True,1.165,context_south_baishiqiao_chaoyang,True
AM0444,N444,N445,0.927,congestion,0.225,True,1.473,context_south_baishiqiao_chaoyang,True
AM0445,N445,N446,0.533,normal,0.05,True,0.549,context_south_baishiqiao_chaoyang,True
AM0446,N446,N447,0.111,congestion,0.4,True,0.193,context_south_baishiqiao_chaoyang,True
AM0447,N447,N002,0.073,congestion,0.75,True,0.148,context_south_baishiqiao_chaoyang,True
AM0448,N001,N449,0.034,normal,0.15,True,0.037,context_west_tsinghua_baishiqiao,True
AM0449,N449,N450,0.056,normal,0.15,True,0.061,context_west_tsinghua_baishiqiao,True
AM0450,N450,N451,0.216,normal,0.05,True,0.222,context_west_tsinghua_baishiqiao,True
AM0451,N451,N452,0.179,normal,0.05,True,0.184,context_west_tsinghua_baishiqiao,True
AM0452,N452,N453,0.406,normal,0.05,True,0.418,context_west_tsinghua_baishiqiao,True
AM0453,N453,N454,0.347,normal,0.05,True,0.357,context_west_tsinghua_baishiqiao,True
AM0454,N454,N455,5.3,normal,0.05,True,5.459,context_west_tsinghua_baishiqiao,True
AM0455,N455,N456,0.354,normal,0.05,True,0.365,context_west_tsinghua_baishiqiao,True
AM0456,N456,N457,0.221,normal,0.05,True,0.228,context_west_tsinghua_baishiqiao,True
AM0457,N457,N458,0.148,normal,0.05,True,0.152,context_west_tsinghua_baishiqiao,True
AM0458,N458,N459,0.621,normal,0.15,True,0.677,context_west_tsinghua_baishiqiao,True
AM0459,N459,N460,0.123,normal,0.15,True,0.134,context_west_tsinghua_baishiqiao,True
AM0460,N460,N448,0.044,normal,0.15,True,0.048,context_west_tsinghua_baishiqiao,True
AM0461,N461,N462,0.005,normal,0.15,True,0.005,context_east_wangjing_chaoyang,True
AM0462,N462,N463,1.745,normal,0.05,True,1.797,context_east_wangjing_chaoyang,True
AM0463,N463,N464,0.387,congestion,0.206,True,0.609,context_east_wangjing_chaoyang,True
AM0464,N464,N465,0.546,flood,0.875,True,1.832,context_east_wangjing_chaoyang,True
AM0465,N465,N466,4.068,flood,0.498,True,11.624,context_east_wangjing_chaoyang,True
AM0466,N466,N467,0.574,congestion,0.75,True,1.165,context_east_wangjing_chaoyang,True
AM0467,N467,N468,0.927,congestion,0.225,True,1.473,context_east_wangjing_chaoyang,True
AM0468,N468,N469,0.533,normal,0.05,True,0.549,context_east_wangjing_chaoyang,True
AM0469,N469,N470,0.111,congestion,0.4,True,0.193,context_east_wangjing_chaoyang,True
AM0470,N470,N002,0.073,congestion,0.75,True,0.148,context_east_wangjing_chaoyang,True
